Android平板電腦 5194028 1 ＃(FW) FW false
Android平板電腦 5194028 1 標題(Na) Na false
Android平板電腦 5194028 1 ＃(FW) FW false
Android平板電腦 5194028 1 Intel(FW) FW true
Android平板電腦 5194028 1 SSD(FW) FW true
Android平板電腦 5194028 1 545(Neu) Neu true
Android平板電腦 5194028 1 s(FW) FW true
Android平板電腦 5194028 1 系列(Na) Na true
Android平板電腦 5194028 1 上市(VH) VH false
Android平板電腦 5194028 1 首(Nes) Nes false
Android平板電腦 5194028 1 款(Nf) Nf false
Android平板電腦 5194028 1 64(Neu) Neu true
Android平板電腦 5194028 1 -(DASHCATEGORY) DASHCATEGORY true
Android平板電腦 5194028 1 layer(FW) FW true
Android平板電腦 5194028 1 3(Neu) Neu true
Android平板電腦 5194028 1 D(FW) FW true
Android平板電腦 5194028 1 NAND(FW) FW true
Android平板電腦 5194028 1 TLC(FW) FW true
Android平板電腦 5194028 1 固態(Na) Na true
Android平板電腦 5194028 1 硬碟(Na) Na true
Android平板電腦 5194028 1 Intel(FW) FW true
Android平板電腦 5194028 1 固態(Na) Na true
Android平板電腦 5194028 1 硬碟(Na) Na true
Android平板電腦 5194028 1 產品(Na) Na false
Android平板電腦 5194028 1 再度(D) D false
Android平板電腦 5194028 1 推出(VC) VC false
Android平板電腦 5194028 1 了(Di) Di false
Android平板電腦 5194028 1 全新(VH) VH false
Android平板電腦 5194028 1 的(DE) DE false
Android平板電腦 5194028 1 Intel(FW) FW true
Android平板電腦 5194028 1 SSD(FW) FW true
Android平板電腦 5194028 1 5(Neu) Neu true
Android平板電腦 5194028 1 45(Neu) Neu true
Android平板電腦 5194028 1 s(FW) FW true
Android平板電腦 5194028 1 系列(Na) Na false
Android平板電腦 5194028 1 ，(COMMACATEGORY) COMMACATEGORY false
Android平板電腦 5194028 1 並且(Cbb) Cbb false
Android平板電腦 5194028 1 是(SHI) SHI false
Android平板電腦 5194028 1 首(Nes) Nes false
Android平板電腦 5194028 1 款(Nf) Nf false
Android平板電腦 5194028 1 搭載(VC) VC false
Android平板電腦 5194028 1 64(Neu) Neu true
Android平板電腦 5194028 1 -(DASHCATEGORY) DASHCATEGORY true
Android平板電腦 5194028 1 layer(FW) FW true
Android平板電腦 5194028 1 3(Neu) Neu true
Android平板電腦 5194028 1 D(FW) FW true
Android平板電腦 5194028 1 NAND(FW) FW true
Android平板電腦 5194028 1 TLC(FW) FW true
Android平板電腦 5194028 1 顆粒(Na) Na true
Android平板電腦 5194028 1 產品(Na) Na false
Android平板電腦 5194028 1 ，(COMMACATEGORY) COMMACATEGORY false
Android平板電腦 5194028 1 最(Dfa) Dfa false
Android平板電腦 5194028 1 高(VH) VH false
Android平板電腦 5194028 1 容量(Na) Na true
Android平板電腦 5194028 1 規格(Na) Na false
Android平板電腦 5194028 1 可(D) D false
Android平板電腦 5194028 1 達到(VJ) VJ false
Android平板電腦 5194028 1 512(Neu) Neu true
Android平板電腦 5194028 1 GB(FW) FW true
Android平板電腦 5194028 1 。(PERIODCATEGORY) PERIODCATEGORY false
Android平板電腦 5194028 1 這(Nep) Nep false
Android平板電腦 5194028 1 款(Nf) Nf false
Android平板電腦 5194028 1 新(VH) VH false
Android平板電腦 5194028 1 系列(Na) Na false
Android平板電腦 5194028 1 固態(Na) Na false
Android平板電腦 5194028 1 硬碟(Na) Na false
Android平板電腦 5194028 1 是(SHI) SHI false
Android平板電腦 5194028 1 採用(VC) VC false
Android平板電腦 5194028 1 2.5(Neu) Neu true
Android平板電腦 5194028 1 吋(Nf) Nf true
Android平板電腦 5194028 1 SATA(FW) FW true
Android平板電腦 5194028 1 6(Neu) Neu true
Android平板電腦 5194028 1 Gb/s(FW) FW true
Android平板電腦 5194028 1 傳輸(Nv) Nv false
Android平板電腦 5194028 1 介面(Na) Na true
Android平板電腦 5194028 1 設計(Na) Na true
Android平板電腦 5194028 1 ，(COMMACATEGORY) COMMACATEGORY false
Android平板電腦 5194028 1 讀(VC) VC true
Android平板電腦 5194028 1 寫速(Na) Na true
Android平板電腦 5194028 1 最(Dfa) Dfa false
Android平板電腦 5194028 1 高(VH) VH false
Android平板電腦 5194028 1 可(D) D false
Android平板電腦 5194028 1 達到(VJ) VJ false
Android平板電腦 5194028 1 550(Neu) Neu true
Android平板電腦 5194028 1 MB/s(FW) FW true
Android平板電腦 5194028 1 與(Caa) Caa false
Android平板電腦 5194028 1 500(Neu) Neu true
Android平板電腦 5194028 1 MB/s(FW) FW true
Android平板電腦 5194028 1 以及(Caa) Caa false
Android平板電腦 5194028 1 75000(Neu) Neu true
Android平板電腦 5194028 1 iops(FW) FW true
